Khi nào thì nên tính toán một giá trị trực tiếp trong quá trình render thay vì cập nhật nó trong một `useEffect`?,Khi giá trị đó có thể được tính toán hoàn toàn từ các props hoặc trạng thái hiện có; sử dụng Effect trong trường hợp này là không hiệu quả.
Hook `useMemo` được sử dụng để làm gì?,Nó được sử dụng để ghi nhớ (cache hoặc 'memoize') kết quả của một phép tính tốn kém để nó không chạy lại trong mỗi lần render trừ khi các phụ thuộc của nó thay đổi.
Hook `useRef` khác với `useState` như thế nào?,"Việc thay đổi thuộc tính `.current` của một ref không kích hoạt một lần render lại, trong khi việc cập nhật trạng thái thì có."
Một trường hợp sử dụng phổ biến của `useRef` là gì?,"Để có quyền truy cập vào một nút DOM, cho phép các hành động như đặt tiêu điểm (`focus()`) hoặc cuộn đến nó một cách có lập trình."
Một 'Custom Hook' (Hook tùy chỉnh) trong React là gì?,"Đó là một hàm JavaScript có thể tái sử dụng bắt đầu bằng 'use' mà có thể gọi các Hook khác, cho phép bạn trích xuất và chia sẻ logic có trạng thái giữa các component."
Mỗi lần gọi một Hook tùy chỉnh có chia sẻ trạng thái với các lần gọi khác của cùng một Hook không?,"Không, mỗi lần gọi một Hook tùy chỉnh là hoàn toàn độc lập và có trạng thái riêng của nó."
React Compiler là gì và nó tự động hóa điều gì?,"React Compiler là một công cụ thời gian xây dựng (build-time tool) tự động tối ưu hóa các component bằng cách thêm 'memoization' (ghi nhớ), giúp giảm thiểu các lần render lại không cần thiết."
Làm thế nào để bạn chọn tham gia (opt-in) biên dịch cho một component cụ thể khi React Compiler đang ở chế độ 'annotation'?,"Bằng cách thêm chỉ thị `""use memo"";` ở đầu hàm component."
"Để thêm React vào một phần của một trang hiện có, bạn cần thiết lập một môi trường JavaScript modular và sau đó render component của bạn vào một _____ cụ thể trong HTML.",phần tử DOM
"Trong React, 'prop drilling' là gì?",Đó là quá trình truyền dữ liệu từ một phần của cây component React đến một phần khác bằng cách truyền nó qua các cấp độ component trung gian không cần đến nó.
"Khi xây dựng UI trong React, bước đầu tiên trong quá trình tư duy được đề xuất là gì?",Chia nhỏ UI thành một hệ thống phân cấp component (component hierarchy).
Nguyên tắc 'single source of truth' (nguồn chân lý duy nhất) có nghĩa là gì đối với trạng thái trong React?,"Đối với mỗi phần trạng thái, nên có một component duy nhất 'sở hữu' nó, và dữ liệu đó sẽ được truyền xuống cho các component khác khi cần thiết."
"Trong luồng dữ liệu của React, làm thế nào một component con có thể cập nhật trạng thái của component cha?","Component cha truyền một hàm xử lý sự kiện (như `onSomethingChange`) xuống cho con dưới dạng một prop, và con gọi hàm đó để thông báo cho cha về sự thay đổi."
Một 'controlled component' (component được kiểm soát) trong ngữ cảnh của các biểu mẫu là gì?,"Đó là một component mà giá trị của nó được kiểm soát bởi trạng thái React, thay vì trạng thái DOM nội bộ của chính nó."
Làm thế nào để bạn thêm TypeScript vào một dự án React hiện có?,Bằng cách cài đặt các gói định nghĩa kiểu chữ như `@types/react` và `@types/react-dom` và cấu hình tệp `tsconfig.json`.
Tệp chứa JSX phải sử dụng phần mở rộng tệp nào khi sử dụng TypeScript?,Nó phải sử dụng phần mở rộng tệp `.tsx`.
Làm thế nào để bạn định nghĩa kiểu cho các props của một component trong TypeScript?,Bằng cách sử dụng một `interface` hoặc `type` để mô tả hình dạng của đối tượng props.
Mục đích của việc sử dụng một linter như ESLint trong một dự án React là gì?,"Để tìm các vấn đề trong mã nguồn khi bạn viết, giúp bạn sửa chúng sớm và tuân thủ các quy tắc, chẳng hạn như 'Rules of React'."
'React Developer Tools' là gì và nó hữu ích cho việc gì?,"Đó là một tiện ích mở rộng trình duyệt cho phép bạn kiểm tra props và trạng thái của các component React, giúp gỡ lỗi ứng dụng của bạn."
So sánh giữa một component 'được kiểm soát' (controlled) và 'không được kiểm soát' (uncontrolled).,"Một component 'được kiểm soát' nhận giá trị của nó qua props và thông báo thay đổi qua callbacks, trong khi một component 'không được kiểm soát' quản lý trạng thái của riêng nó trong nội bộ."
`Render Tree` trong React là gì?,"Là một biểu diễn mối quan hệ cha-con giữa các component được render trong một lần render duy nhất, hữu ích để hiểu luồng dữ liệu và hiệu suất."
`Module Dependency Tree` trong React là gì và nó được sử dụng để làm gì?,"Là một cây biểu diễn các câu lệnh `import` giữa các tệp JavaScript, được các công cụ xây dựng sử dụng để đóng gói (bundle) mã cần thiết cho ứng dụng."
"Trong một trình xử lý sự kiện, mã được coi là _____ và sẽ không chạy lại trừ khi người dùng thực hiện lại tương tác đó.",không phản ứng (not reactive)
Logic bên trong một `useEffect` được coi là _____ và sẽ chạy lại nếu một giá trị phản ứng mà nó đọc thay đổi.,phản ứng (reactive)
"Để trích xuất logic không phản ứng từ một Effect, bạn có thể sử dụng Hook _____.",`useEffectEvent`
"Trong lập trình UI, cách tiếp cận 'khai báo' (declarative) của React khác với cách tiếp cận 'mệnh lệnh' (imperative) như thế nào?","Lập trình khai báo mô tả UI cho mỗi trạng thái hình ảnh, trong khi lập trình mệnh lệnh quản lý vi mô từng phần của UI một cách trực tiếp."
"Khi mô hình hóa trạng thái cho một component, mục tiêu là ngăn chặn các trường hợp mà trạng thái trong bộ nhớ không đại diện cho bất kỳ _____ hợp lệ nào.",giao diện người dùng (UI)
"Để cài đặt React Compiler, bạn nên cài đặt gói nào dưới dạng một devDependency?",Gói `babel-plugin-react-compiler`.
"Để tích hợp React vào một ứng dụng di động gốc hiện có, bạn nên sử dụng công nghệ nào?",React Native.
